,Clip,Activity,Assessment,Game,session_title,accumulated_correct_attempts,accumulated_uncorrect_attempts,duration_mean,accumulated_accuracy,accuracy_group,0,1,2,3,accumulated_accuracy_group,accumulated_actions
7023,23,16,7,21,35,5,9,36.142857142857146,0.7142857142857143,3,2,0,0,5,2.142857142857143,4085
7024,27,20,8,27,8,6,9,33.5,0.75,3,2,0,0,6,2.25,4628
7025,29,22,9,28,12,7,9,32.22222222222222,0.7777777777777778,0,2,0,0,7,2.3333333333333335,4927
7026,34,24,10,29,21,7,13,33.0,0.7,0,3,0,0,7,2.1,5138
7027,37,25,11,31,20,7,16,35.18181818181818,0.6363636363636364,0,4,0,0,7,1.9090909090909092,5671
7028,42,26,12,33,35,7,21,37.416666666666664,0.5833333333333334,3,5,0,0,7,1.75,5973
7029,46,30,13,39,8,8,21,36.0,0.6153846153846154,3,5,0,0,8,1.8461538461538463,6469
7030,49,31,14,40,35,9,21,35.07142857142857,0.6428571428571429,3,5,0,0,9,1.9285714285714286,6534
7031,51,32,15,42,12,10,21,33.666666666666664,0.6666666666666666,0,5,0,0,10,2.0,6853
7032,53,35,16,46,8,10,23,32.8125,0.625,3,6,0,0,10,1.875,7416
7033,60,37,17,48,12,11,23,32.411764705882355,0.6470588235294118,0,6,0,0,11,1.9411764705882353,7996
7034,60,37,18,48,8,11,26,32.166666666666664,0.6111111111111112,2,7,0,0,11,1.8333333333333333,8028
7035,64,38,19,49,21,12,27,32.421052631578945,0.6052631578947368,2,7,0,1,11,1.8421052631578947,8202
7036,69,40,20,53,35,13,28,34.05,0.6,3,7,0,2,11,1.85,8885
7037,72,40,21,55,12,14,28,33.04761904761905,0.6190476190476191,0,7,0,2,12,1.9047619047619047,9094
7038,72,40,22,55,20,14,30,32.81818181818182,0.5909090909090909,0,8,0,2,12,1.8181818181818181,9129
7039,74,43,23,59,8,14,35,33.34782608695652,0.5652173913043478,3,9,0,2,12,1.7391304347826086,9964
7040,79,44,24,61,35,15,35,33.083333333333336,0.5833333333333334,3,9,0,2,13,1.7916666666666667,10201
7041,81,45,25,63,12,16,35,32.28,0.6,0,9,0,2,14,1.84,10434
7042,87,47,26,64,21,16,37,31.884615384615383,0.5769230769230769,2,10,0,2,14,1.7692307692307692,10743
7043,90,48,27,66,20,17,38,32.074074074074076,0.5740740740740741,0,10,0,3,14,1.7777777777777777,11244
7044,94,49,28,67,35,17,41,31.535714285714285,0.5535714285714286,2,11,0,3,14,1.7142857142857142,11398
7045,96,50,29,69,12,18,42,31.03448275862069,0.5517241379310345,3,11,0,4,14,1.7241379310344827,11520
7046,96,51,30,70,8,19,42,30.666666666666668,0.5666666666666667,3,11,0,4,15,1.7666666666666666,11643
7047,100,52,31,72,35,20,42,30.612903225806452,0.5806451612903226,3,11,0,4,16,1.8064516129032258,11875
7048,107,54,32,74,21,21,42,30.09375,0.59375,2,11,0,4,17,1.84375,12182
7049,110,55,33,76,20,22,43,30.03030303030303,0.5909090909090909,0,11,0,5,17,1.8484848484848484,12672
7050,14,1,0,1,21,0,0,0.0,0.0,3,0,0,0,0,0.0,62
7051,15,1,1,1,20,1,0,26.0,1.0,2,0,0,0,1,3.0,101
7052,18,1,3,1,35,2,1,24.333333333333332,0.5,2,1,0,1,1,1.6666666666666667,162
7053,19,1,4,1,12,3,2,26.25,0.5,1,1,0,2,1,1.75,203
7054,6,0,0,1,35,0,0,0.0,0.0,1,0,0,0,0,0.0,156
7055,6,0,1,1,35,1,3,91.0,0.25,3,0,1,0,0,1.0,258
7056,6,0,2,1,35,2,3,55.0,0.625,1,0,1,0,1,2.0,276
7057,7,0,3,1,12,3,5,19254.666666666668,0.5277777777777778,0,0,2,0,1,1.6666666666666667,313
7058,1,2,0,1,8,0,0,0.0,0.0,3,0,0,0,0,0.0,130
7059,1,2,1,1,20,1,0,27.0,1.0,0,0,0,0,1,3.0,162
7060,3,5,2,4,8,1,1,24.0,0.5,3,1,0,0,1,1.5,335
7061,3,5,3,5,35,2,1,24.0,0.6666666666666666,2,1,0,0,2,2.0,535
7062,3,5,4,5,35,3,2,24.75,0.625,3,1,0,1,2,2.0,567
7063,3,5,5,5,35,4,2,25.0,0.7,1,1,0,1,3,2.2,596
7064,13,10,7,11,8,5,5,27.857142857142858,0.5357142857142857,3,2,1,1,3,1.7142857142857142,1561
7065,18,10,8,12,35,6,5,27.5,0.59375,2,2,1,1,4,1.875,1730
7066,25,14,10,16,8,7,6,27.0,0.525,3,3,1,2,4,1.7,2349
7067,38,17,12,17,20,8,6,26.416666666666668,0.5208333333333334,0,4,1,2,5,1.6666666666666667,2726
7068,40,19,13,20,8,8,10,27.846153846153847,0.4807692307692308,1,5,1,2,5,1.5384615384615385,2975
7069,55,21,15,26,8,9,12,26.6,0.4388888888888889,3,6,2,2,5,1.4,4232
7070,64,22,16,29,35,10,12,26.8125,0.4739583333333333,2,6,2,2,6,1.5,4604
7071,66,22,17,29,8,11,13,27.058823529411764,0.4754901960784313,3,6,2,3,6,1.5294117647058822,4640
7072,69,25,18,32,35,12,13,27.38888888888889,0.5046296296296295,3,6,2,3,7,1.6111111111111112,5034
7073,84,29,23,38,8,13,13,23.91304347826087,0.4384057971014492,1,10,2,3,8,1.391304347826087,6139
7074,90,29,24,40,35,14,19,25.416666666666668,0.42609126984126977,1,10,3,3,8,1.375,6561
7075,101,30,25,41,12,15,22,25.84,0.419047619047619,2,10,4,3,8,1.36,7035
7076,5,3,0,2,8,0,0,0.0,0.0,3,0,0,0,0,0.0,384
7077,7,3,1,2,35,1,0,39.0,1.0,3,0,0,0,1,3.0,412
7078,8,3,2,2,12,2,0,35.5,1.0,3,0,0,0,2,3.0,442
7079,11,5,4,3,21,3,0,29.25,0.75,3,1,0,0,3,2.25,657
7080,11,5,5,3,21,4,0,30.6,0.8,3,1,0,0,4,2.4,695
7081,4,1,0,1,35,0,0,0.0,0.0,3,0,0,0,0,0.0,171
7082,6,2,1,3,12,1,0,42.0,1.0,3,0,0,0,1,3.0,427
7083,6,3,2,4,8,2,0,41.0,1.0,3,0,0,0,2,3.0,681
7084,11,6,3,8,8,3,0,36.0,1.0,3,0,0,0,3,3.0,1203
7085,33,10,0,7,8,0,0,0.0,0.0,0,0,0,0,0,0.0,1740
7086,36,11,1,10,35,0,2,52.0,0.0,3,1,0,0,0,0.0,2281
7087,3,2,0,0,8,0,0,0.0,0.0,3,0,0,0,0,0.0,310
7088,5,2,1,0,35,1,0,34.0,1.0,3,0,0,0,1,3.0,338
7089,17,7,0,2,21,0,0,0.0,0.0,0,0,0,0,0,0.0,667
7090,18,8,1,3,20,0,3,53.0,0.0,0,1,0,0,0,0.0,856
7091,24,10,2,6,35,0,9,71.0,0.0,0,2,0,0,0,0.0,1171
7092,25,11,3,6,12,0,14,80.66666666666667,0.0,0,3,0,0,0,0.0,1439
7093,29,13,4,7,8,0,17,68.0,0.0,3,4,0,0,0,0.0,1953
7094,30,14,5,8,8,1,17,59.8,0.2,0,4,0,0,1,0.6,2045
7095,6,4,0,5,8,0,0,0.0,0.0,0,0,0,0,0,0.0,1673
7096,6,4,1,5,8,0,11,79.0,0.0,0,1,0,0,0,0.0,1813
7097,12,4,2,6,21,0,12,42.5,0.0,3,2,0,0,0,0.0,1921
7098,14,5,5,6,21,1,12,25.8,0.2,1,4,0,0,1,0.6,2049
7099,18,7,6,8,21,2,15,34.666666666666664,0.20833333333333334,1,4,1,0,1,0.6666666666666666,2545
7100,19,8,7,9,20,3,18,39.857142857142854,0.21428571428571427,2,4,2,0,1,0.7142857142857143,2931
7101,3,1,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,127
7102,11,3,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,699
7103,11,3,1,2,35,1,0,22.0,1.0,3,0,0,0,1,3.0,717
7104,13,4,2,4,12,2,0,17.5,1.0,3,0,0,0,2,3.0,1062
7105,14,5,3,8,8,3,0,24.0,1.0,2,0,0,0,3,3.0,1855
7106,18,6,4,9,21,4,1,30.25,0.875,2,0,0,1,3,2.75,2006
7107,18,6,5,9,21,5,2,32.6,0.8,2,0,0,2,3,2.6,2046
7108,19,6,6,11,20,6,3,32.666666666666664,0.75,1,0,0,3,3,2.5,2133
7109,4,1,0,1,8,0,0,0.0,0.0,3,0,0,0,0,0.0,215
7110,6,1,1,1,21,1,0,33.0,1.0,3,0,0,0,1,3.0,254
7111,8,1,2,1,21,2,0,32.5,1.0,3,0,0,0,2,3.0,290
7112,9,1,3,1,20,3,0,31.333333333333332,1.0,2,0,0,0,3,3.0,327
7113,11,1,4,2,35,4,1,39.0,0.875,3,0,0,1,3,2.75,499
7114,11,1,5,2,35,5,1,34.8,0.9,3,0,0,1,4,2.8,513
7115,12,1,6,2,12,6,1,31.5,0.9166666666666666,3,0,0,1,5,2.8333333333333335,528
7116,21,1,0,1,8,0,0,0.0,0.0,3,0,0,0,0,0.0,102
7117,23,1,1,2,21,1,0,36.0,1.0,3,0,0,0,1,3.0,186
7118,23,1,2,2,21,2,0,40.5,1.0,3,0,0,0,2,3.0,236
7119,23,1,3,2,21,3,0,39.0,1.0,3,0,0,0,3,3.0,278
7120,23,1,4,2,21,4,0,36.0,1.0,2,0,0,0,4,3.0,310
7121,25,1,5,3,20,5,1,36.0,0.9,3,0,0,1,4,2.8,494
7122,26,2,6,3,8,6,1,36.5,0.9166666666666666,3,0,0,1,5,2.8333333333333335,639
7123,27,2,7,5,35,7,1,35.285714285714285,0.9285714285714286,3,0,0,1,6,2.857142857142857,737
7124,28,2,8,5,12,8,1,33.0,0.9375,3,0,0,1,7,2.875,751
7125,28,2,9,5,8,9,1,33.44444444444444,0.9444444444444444,2,0,0,1,8,2.888888888888889,785
7126,4,1,0,1,8,0,0,0.0,0.0,3,0,0,0,0,0.0,120
7127,4,1,1,1,8,1,0,49.0,1.0,3,0,0,0,1,3.0,157
7128,11,3,2,4,21,2,0,42.5,1.0,1,0,0,0,2,3.0,381
7129,7,3,0,4,8,0,0,0.0,0.0,0,0,0,0,0,0.0,509
7130,17,7,1,8,8,0,5,73.0,0.0,3,1,0,0,0,0.0,1007
7131,32,15,2,17,8,1,5,134.5,0.5,3,1,0,0,1,1.5,2414
7132,34,17,3,19,8,2,5,102.33333333333333,0.6666666666666666,3,1,0,0,2,2.0,2586
7133,34,17,4,19,8,3,5,83.75,0.75,3,1,0,0,3,2.25,2615
7134,0,1,0,0,12,0,0,0.0,0.0,3,0,0,0,0,0.0,87
7135,2,5,1,0,21,1,0,52.0,1.0,3,0,0,0,1,3.0,442
7136,2,5,2,0,21,2,0,37.0,1.0,3,0,0,0,2,3.0,475
7137,3,0,0,0,8,0,0,0.0,0.0,0,0,0,0,0,0.0,3
7138,13,3,1,1,21,0,2,11.0,0.0,3,1,0,0,0,0.0,343
7139,8,2,0,1,21,0,0,0.0,0.0,3,0,0,0,0,0.0,193
7140,13,3,1,3,20,1,0,39.0,1.0,3,0,0,0,1,3.0,454
7141,1,0,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,170
7142,6,3,0,5,8,0,0,0.0,0.0,3,0,0,0,0,0.0,543
7143,11,4,1,7,35,1,0,32.0,1.0,3,0,0,0,1,3.0,861
7144,13,5,2,9,12,2,0,23.0,1.0,0,0,0,0,2,3.0,1238
7145,3,0,0,0,35,0,0,0.0,0.0,3,0,0,0,0,0.0,3
7146,3,0,1,0,35,1,0,16.0,1.0,3,0,0,0,1,3.0,16
7147,7,1,2,1,21,2,0,16.0,1.0,3,0,0,0,2,3.0,214
7148,7,1,3,1,21,3,0,20.666666666666668,1.0,3,0,0,0,3,3.0,251
7149,8,1,4,3,20,4,0,20.75,1.0,2,0,0,0,4,3.0,466
7150,20,6,5,6,21,5,1,33.2,0.9,3,0,0,1,4,2.8,1486
7151,43,7,6,8,21,6,1,31.5,0.9166666666666666,2,0,0,1,5,2.8333333333333335,1799
7152,60,10,7,14,35,7,2,31.142857142857142,0.8571428571428571,3,0,0,2,5,2.7142857142857144,2818
7153,60,10,8,14,35,8,2,29.0,0.875,3,0,0,2,6,2.75,2831
7154,60,10,9,14,35,9,2,27.666666666666668,0.8888888888888888,3,0,0,2,7,2.7777777777777777,2849
7155,65,12,10,16,20,10,2,26.8,0.9,3,0,0,2,8,2.8,3160
7156,15,4,0,3,8,0,0,0.0,0.0,3,0,0,0,0,0.0,945
7157,25,7,1,7,35,1,0,45.0,1.0,3,0,0,0,1,3.0,1648
7158,26,7,2,7,12,2,0,33.5,1.0,0,0,0,0,2,3.0,1662
7159,31,7,3,7,21,2,2,38.0,0.6666666666666666,3,1,0,0,2,2.0,1704
7160,40,8,4,7,8,3,2,36.25,0.75,2,1,0,0,3,2.25,1838
7161,45,8,5,7,21,4,3,39.2,0.7,1,1,0,1,3,2.2,1899
7162,5,1,0,1,20,0,0,0.0,0.0,0,0,0,0,0,0.0,100
7163,24,6,1,5,21,0,3,22.0,0.0,3,1,0,0,0,0.0,625
7164,26,7,2,7,20,1,3,31.5,0.5,1,1,0,0,1,1.5,859
7165,2,0,0,0,12,0,0,0.0,0.0,1,0,0,0,0,0.0,2
7166,2,0,1,0,12,1,4,103.0,0.2,0,0,1,0,0,1.0,74
7167,2,0,2,0,35,1,12,89.0,0.1,1,1,1,0,0,0.5,138
7168,2,0,3,0,35,2,14,88.33333333333333,0.17777777777777778,1,1,2,0,0,0.6666666666666666,206
7169,14,7,0,4,21,0,0,0.0,0.0,1,0,0,0,0,0.0,903
7170,8,0,0,3,35,0,0,0.0,0.0,0,0,0,0,0,0.0,362
7171,20,6,1,11,12,0,5,141.0,0.0,0,1,0,0,0,0.0,1324
7172,0,0,0,3,8,0,0,0.0,0.0,2,0,0,0,0,0.0,417
7173,0,0,1,3,8,1,1,118.0,0.5,2,0,0,1,0,2.0,531
7174,1,0,2,3,35,2,2,77.0,0.5,3,0,0,2,0,2.0,587
7175,0,0,0,0,12,0,0,0.0,0.0,3,0,0,0,0,0.0,0
7176,0,0,1,0,12,1,0,52.0,1.0,2,0,0,0,1,3.0,43
7177,0,1,2,0,12,2,1,52.5,0.75,2,0,0,1,1,2.5,230
7178,2,1,0,0,8,0,0,0.0,0.0,3,0,0,0,0,0.0,179
7179,3,3,0,4,8,0,0,0.0,0.0,1,0,0,0,0,0.0,924
7180,3,3,1,4,8,1,2,72.0,0.3333333333333333,2,0,1,0,0,1.0,992
7181,5,3,2,4,35,2,3,64.5,0.41666666666666663,3,0,1,1,0,1.5,1037
7182,6,3,3,4,12,3,3,50.666666666666664,0.611111111111111,3,0,1,1,1,2.0,1065
7183,10,4,4,4,21,4,3,56.75,0.7083333333333333,3,0,1,1,2,2.25,1527
7184,12,4,5,4,20,5,3,51.2,0.7666666666666666,3,0,1,1,3,2.4,1568
7185,16,5,6,4,35,6,3,49.5,0.8055555555555555,3,0,1,1,4,2.5,1752
7186,17,5,7,5,12,7,3,46.0,0.8333333333333333,3,0,1,1,5,2.5714285714285716,1821
7187,19,8,8,10,8,8,3,44.5,0.8541666666666666,3,0,1,1,6,2.625,2280
7188,24,10,9,11,21,9,3,44.0,0.8703703703703703,3,0,1,1,7,2.6666666666666665,2537
7189,28,13,10,15,8,10,3,45.4,0.8833333333333332,3,0,1,1,8,2.7,3605
7190,33,14,12,17,35,11,3,47.5,0.8194444444444443,0,1,1,1,9,2.5,3997
7191,35,15,13,19,12,11,4,51.53846153846154,0.7564102564102563,1,2,1,1,9,2.3076923076923075,4467
7192,43,18,15,20,20,12,10,49.53333333333333,0.6650793650793649,0,3,2,1,9,2.066666666666667,4939
7193,46,19,16,22,35,12,11,47.0625,0.6235119047619047,3,4,2,1,9,1.9375,5229
7194,48,19,17,23,12,13,11,45.23529411764706,0.645658263305322,0,4,2,1,10,2.0,5284
7195,49,22,18,25,8,13,12,43.111111111111114,0.6097883597883597,2,5,2,1,10,1.8888888888888888,5764
7196,52,24,19,29,8,14,13,42.78947368421053,0.6040100250626566,3,5,2,2,10,1.894736842105263,6157
7197,55,25,20,29,21,15,13,42.3,0.6238095238095237,2,5,2,2,11,1.95,6309
7198,58,26,21,30,20,16,14,42.38095238095238,0.6179138321995464,0,5,2,3,11,1.9523809523809523,6854
7199,1,0,0,0,21,0,0,0.0,0.0,3,0,0,0,0,0.0,1
7200,3,1,1,1,20,1,0,39.0,1.0,0,0,0,0,1,3.0,318
7201,31,8,0,12,21,0,0,0.0,0.0,0,0,0,0,0,0.0,1337
7202,2,0,0,1,21,0,0,0.0,0.0,1,0,0,0,0,0.0,238
7203,6,1,1,2,35,1,3,72.0,0.25,3,0,1,0,0,1.0,402
7204,6,1,2,2,35,2,3,46.0,0.625,3,0,1,0,1,2.0,415
7205,7,2,3,4,12,3,3,36.666666666666664,0.75,1,0,1,0,2,2.3333333333333335,775
7206,3,1,0,0,8,0,0,0.0,0.0,3,0,0,0,0,0.0,105
7207,3,1,1,0,8,1,0,65.0,1.0,1,0,0,0,1,3.0,143
7208,7,3,1,3,8,0,0,7.0,0.0,2,1,0,0,0,0.0,387
7209,8,3,2,3,8,1,1,37.5,0.25,1,1,0,1,0,1.0,441
7210,8,3,3,3,8,2,4,49.666666666666664,0.25,2,1,1,1,0,1.0,525
7211,10,4,4,3,8,3,5,50.25,0.3125,3,1,1,2,0,1.25,677
7212,10,4,9,3,8,4,5,29.444444444444443,0.25,2,5,1,2,1,0.8888888888888888,753
7213,12,5,11,3,8,5,6,29.363636363636363,0.25,3,6,1,3,1,0.9090909090909091,830
7214,12,5,12,3,8,6,6,28.583333333333332,0.3125,3,6,1,3,2,1.0833333333333333,854
7215,12,5,13,3,8,7,6,28.692307692307693,0.36538461538461536,3,6,1,3,3,1.2307692307692308,879
7216,17,7,14,3,21,8,6,29.428571428571427,0.4107142857142857,0,6,1,3,4,1.3571428571428572,974
7217,18,7,16,3,8,8,8,28.375,0.359375,3,8,1,3,4,1.1875,998
7218,18,7,17,3,8,9,8,28.352941176470587,0.39705882352941174,3,8,1,3,5,1.2941176470588236,1022
7219,18,7,18,3,8,10,8,29.555555555555557,0.4305555555555556,1,8,1,3,6,1.3888888888888888,1050
7220,18,7,19,3,8,11,11,32.05263157894737,0.42105263157894735,1,8,2,3,6,1.368421052631579,1093
7221,18,7,20,3,8,12,14,39.0,0.4125,2,8,3,3,6,1.35,1168
7222,18,7,21,3,8,13,15,45.04761904761905,0.4166666666666667,3,8,3,4,6,1.380952380952381,1205
7223,18,7,22,3,8,14,15,47.63636363636363,0.4431818181818182,2,8,3,4,7,1.4545454545454546,1239
7224,3,1,0,2,8,0,0,0.0,0.0,3,0,0,0,0,0.0,282
7225,12,3,1,4,35,1,0,23.0,1.0,3,0,0,0,1,3.0,978
7226,15,8,2,5,21,2,0,27.0,1.0,1,0,0,0,2,3.0,1852
7227,16,8,4,6,20,3,2,33.0,0.5833333333333334,2,1,1,0,2,1.75,1967
7228,19,11,5,8,12,4,3,44.6,0.5666666666666667,0,1,1,1,2,1.8,2715
7229,22,11,6,9,35,4,6,42.833333333333336,0.47222222222222227,1,2,1,1,2,1.5,2918
7230,23,12,7,10,12,5,8,42.142857142857146,0.45238095238095244,2,2,2,1,2,1.4285714285714286,2982
7231,26,13,8,10,21,6,9,43.5,0.45833333333333337,3,2,2,2,2,1.5,3105
7232,29,13,9,11,20,7,9,41.888888888888886,0.5185185185185186,0,2,2,2,3,1.6666666666666667,3311
7233,40,15,11,13,8,7,13,41.36363636363637,0.42424242424242425,3,4,2,2,3,1.3636363636363635,3693
7234,15,5,0,7,12,0,0,0.0,0.0,0,0,0,0,0,0.0,1307
7235,17,7,1,8,21,0,6,57.0,0.0,3,1,0,0,0,0.0,1595
7236,17,7,2,8,21,1,6,47.5,0.5,3,1,0,0,1,1.5,1649
7237,21,8,3,10,21,2,6,40.666666666666664,0.6666666666666666,3,1,0,0,2,2.0,1835
7238,22,8,4,10,20,3,6,38.5,0.75,1,1,0,0,3,2.25,1877
7239,24,9,6,10,8,4,10,55.5,0.5333333333333333,2,2,1,0,3,1.6666666666666667,2124
7240,5,2,0,3,35,0,0,0.0,0.0,3,0,0,0,0,0.0,930
7241,6,2,1,4,12,1,0,18.0,1.0,0,0,0,0,1,3.0,1266
7242,8,3,2,4,21,1,5,66.5,0.5,3,1,0,0,1,1.5,1595
7243,46,4,0,6,8,0,0,0.0,0.0,0,0,0,0,0,0.0,207
7244,54,6,1,7,35,0,1,43.0,0.0,0,1,0,0,0,0.0,307
7245,15,2,0,4,35,0,0,0.0,0.0,3,0,0,0,0,0.0,379
7246,17,3,2,6,12,1,0,15.5,0.5,3,1,0,0,1,1.5,699
7247,24,5,3,7,21,2,0,21.333333333333332,0.6666666666666666,3,1,0,0,2,2.0,888
7248,27,6,4,9,20,3,0,23.5,0.75,3,1,0,0,3,2.25,1195
7249,32,11,5,14,8,4,0,29.8,0.8,3,1,0,0,4,2.4,1856
7250,6,3,0,2,21,0,0,0.0,0.0,3,0,0,0,0,0.0,903
7251,6,3,1,2,21,1,0,32.0,1.0,2,0,0,0,1,3.0,936
7252,7,4,2,2,20,2,1,37732.0,0.75,1,0,0,1,1,2.5,1159
7253,8,4,3,3,35,3,7,25195.0,0.5476190476190476,3,0,1,1,1,2.0,1359
7254,9,4,4,3,12,4,7,18903.75,0.6607142857142857,0,0,1,1,2,2.25,1383
7255,10,4,5,3,35,4,15,15164.4,0.5285714285714286,3,1,1,1,2,1.8,1560
7256,10,4,6,3,35,5,15,12642.0,0.6071428571428571,3,1,1,1,3,2.0,1589
7257,32,0,0,1,20,0,0,0.0,0.0,1,0,0,0,0,0.0,34
7258,32,0,1,1,35,1,2,60.0,0.3333333333333333,3,0,1,0,0,1.0,81
7259,32,0,2,1,12,2,2,38.5,0.6666666666666666,0,0,1,0,1,2.0,95
7260,36,0,3,1,20,2,3,44.0,0.4444444444444444,2,1,1,0,1,1.3333333333333333,142
7261,40,0,4,1,8,3,4,42.0,0.4583333333333333,3,1,1,1,1,1.5,181
7262,43,0,5,1,12,4,4,39.0,0.5666666666666667,1,1,1,1,2,1.8,210
7263,43,0,6,1,35,5,7,43.166666666666664,0.5138888888888888,3,1,2,1,2,1.6666666666666667,272
7264,44,0,7,1,35,6,7,42.714285714285715,0.5833333333333333,3,1,2,1,3,1.8571428571428572,307
7265,44,0,8,1,35,7,7,42.5,0.6354166666666666,2,1,2,1,4,2.0,347
7266,45,0,9,1,12,8,8,44.666666666666664,0.6203703703703703,3,1,2,2,4,2.0,418
7267,45,0,10,1,21,9,8,44.0,0.6583333333333333,3,1,2,2,5,2.1,451
7268,45,0,11,1,20,10,8,43.63636363636363,0.6893939393939393,2,1,2,2,6,2.1818181818181817,495
7269,47,3,12,1,8,11,9,42.833333333333336,0.673611111111111,3,1,2,3,6,2.1666666666666665,852
7270,49,9,13,1,35,12,9,41.76923076923077,0.6987179487179487,3,1,2,3,7,2.230769230769231,1510
7271,50,10,14,1,12,13,9,41.07142857142857,0.7202380952380951,3,1,2,3,8,2.2857142857142856,1590
7272,51,12,15,1,21,14,9,40.53333333333333,0.7388888888888888,3,1,2,3,9,2.3333333333333335,2126
7273,52,13,16,1,20,15,9,39.9375,0.7552083333333333,3,1,2,3,10,2.375,2260
7274,53,14,17,1,35,16,9,39.94117647058823,0.7696078431372548,3,1,2,3,11,2.411764705882353,2340
7275,54,15,18,1,12,17,9,39.94444444444444,0.7824074074074073,2,1,2,3,12,2.4444444444444446,2428
7276,55,17,19,1,21,18,10,40.68421052631579,0.7675438596491228,3,1,2,4,12,2.4210526315789473,2673
7277,57,18,20,1,20,19,10,40.2,0.7791666666666666,3,1,2,4,13,2.45,2795
7278,58,19,21,1,35,20,10,39.666666666666664,0.7896825396825397,3,1,2,4,14,2.4761904761904763,2908
7279,59,20,22,1,12,21,10,39.27272727272727,0.7992424242424242,2,1,2,4,15,2.5,2984
7280,60,23,23,4,8,22,11,46.82608695652174,0.786231884057971,3,1,2,5,15,2.4782608695652173,3513
7281,63,27,24,8,35,23,11,45.791666666666664,0.7951388888888888,3,1,2,5,16,2.5,4068
7282,65,28,25,10,12,24,11,45.2,0.8033333333333332,3,1,2,5,17,2.52,4347
7283,70,30,26,11,21,25,11,44.84615384615385,0.8108974358974359,3,1,2,5,18,2.5384615384615383,4534
7284,73,31,27,13,20,26,11,44.074074074074076,0.8179012345679012,3,1,2,5,19,2.5555555555555554,4922
7285,77,32,28,15,35,27,11,44.285714285714285,0.8244047619047619,3,1,2,5,20,2.5714285714285716,5151
7286,79,33,29,17,12,28,11,43.96551724137931,0.8304597701149425,2,1,2,5,21,2.586206896551724,5395
7287,4,0,0,0,35,0,0,0.0,0.0,2,0,0,0,0,0.0,4
7288,4,0,1,0,35,1,1,64.0,0.5,3,0,0,1,0,2.0,64
7289,5,0,2,1,12,2,1,50.0,0.75,0,0,0,1,1,2.5,326
7290,7,1,3,1,8,2,5,109.0,0.5,3,1,0,1,1,1.6666666666666667,708
7291,12,1,4,1,35,3,5,89.0,0.625,2,1,0,1,2,2.0,743
7292,13,1,5,1,35,4,6,81.0,0.6,3,1,0,2,2,2.0,790
7293,13,1,7,1,35,5,6,138.85714285714286,0.5714285714285714,3,2,0,2,3,1.8571428571428572,849
7294,14,2,8,1,12,6,6,124.75,0.625,0,2,0,2,4,2.0,922
7295,6,2,0,1,8,0,0,0.0,0.0,3,0,0,0,0,0.0,307
7296,14,6,1,3,12,1,0,23.0,1.0,3,0,0,0,1,3.0,850
7297,14,6,2,3,12,2,0,25.5,1.0,1,0,0,0,2,3.0,888
7298,6,2,0,1,21,0,0,0.0,0.0,3,0,0,0,0,0.0,230
7299,9,3,1,3,20,1,0,31.0,1.0,2,0,0,0,1,3.0,613
7300,10,5,2,6,8,2,1,42.0,0.75,3,0,0,1,1,2.5,994
7301,16,6,3,8,35,3,1,37.666666666666664,0.8333333333333334,3,0,0,1,2,2.6666666666666665,1221
7302,18,7,4,10,12,4,1,34.0,0.875,2,0,0,1,3,2.75,1430
7303,9,3,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,522
7304,11,3,1,2,12,1,0,23.0,1.0,0,0,0,0,1,3.0,556
7305,13,3,2,2,20,1,4,53.5,0.5,0,1,0,0,1,1.5,665
7306,11,4,0,3,21,0,0,0.0,0.0,3,0,0,0,0,0.0,522
7307,14,5,1,6,20,1,0,33.0,1.0,3,0,0,0,1,3.0,924
7308,18,6,2,8,35,2,0,41.0,1.0,3,0,0,0,2,3.0,1192
7309,4,0,0,1,35,0,0,0.0,0.0,1,0,0,0,0,0.0,121
7310,22,4,1,7,8,1,2,21.0,0.3333333333333333,3,0,1,0,0,1.0,1218
7311,24,5,2,9,35,2,2,23.5,0.6666666666666666,3,0,1,0,1,2.0,1457
7312,25,6,3,11,12,3,2,21.666666666666668,0.7777777777777777,0,0,1,0,2,2.3333333333333335,1579
7313,27,8,4,12,21,3,4,23.5,0.5833333333333333,3,1,1,0,2,1.75,1728
7314,29,9,5,14,20,4,4,24.6,0.6666666666666666,0,1,1,0,3,2.0,1983
7315,5,2,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,262
7316,7,0,0,4,20,0,0,0.0,0.0,1,0,0,0,0,0.0,614
7317,3,0,0,2,35,0,0,0.0,0.0,3,0,0,0,0,0.0,106
7318,4,0,1,4,12,1,0,18.0,1.0,0,0,0,0,1,3.0,221
7319,8,5,2,6,21,1,2,38.5,0.5,3,1,0,0,1,1.5,651
7320,19,4,0,7,35,0,0,0.0,0.0,0,0,0,0,0,0.0,1107
7321,21,5,1,9,12,0,2,97.0,0.0,0,1,0,0,0,0.0,1353
7322,33,10,2,10,21,0,5,94.0,0.0,1,2,0,0,0,0.0,1849
7323,35,12,3,12,8,1,10,100.33333333333333,0.05555555555555555,1,2,1,0,0,0.3333333333333333,2471
